omimId1	omimTitle	HgeneSymbol	omimId2	TgeneSymbol	diseaseName	pubmedId
600542	"TAF15 RNA POLYMERASE II, TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR, 68-KD"	NR4A3	601574	TAF15	extraskeletalmyxoidchondrosarcomas	10602519
601574	"TAF15 RNA POLYMERASE II, TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR, 68-KD"	TAF15	600542	NR4A3	extraskeletalmyxoidchondrosarcomas	10602519
600542	TRANSCRIPTION FACTOR 12	NR4A3	600480	TCF12	extraskeletalmyxoidchondrosarcoma	11156374
600480	TRANSCRIPTION FACTOR 12	TCF12	600542	NR4A3	extraskeletalmyxoidchondrosarcoma	11156374
606681	"NUCLEOPORIN, 98-KD"	NSD1	601021	NUP98	childhoodacutemyeloidleukemia	10397745
601021	"NUCLEOPORIN, 98-KD"	NUP98	606681	NSD1	childhoodacutemyeloidleukemia	10397745
606681	"NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1"	NSD1	601021	NUP98	childhoodacutemyeloidleukemia	11493482
601021	"NUCLEAR RECEPTOR-BINDING Su-var, ENHANCER OF ZESTE, AND TRITHORAX DOMAIN PROTEIN 1"	NUP98	606681	NSD1	childhoodacutemyeloidleukemia	11493482
606681	"NUCLEOPORIN, 98-KD"	NSD1	601021	NUP98	denovochildhoodacutemyeloidleukemia	11493482
601021	"NUCLEOPORIN, 98-KD"	NUP98	606681	NSD1	denovochildhoodacutemyeloidleukemia	11493482
164009	"RETINOIC ACID RECEPTOR, ALPHA"	NUMA1	180240	RAB40B		11704847
180240	"RETINOIC ACID RECEPTOR, ALPHA"	RAB40B	164009	NUMA1		11704847
*164009	NUCLEAR MITOTIC APPARATUS PROTEIN 1	NUMA1	180240	RAB40B	acutepromyelocyticleukemia	9288109
180240	NUCLEAR MITOTIC APPARATUS PROTEIN 1	RAB40B	*164009	NUMA1	acutepromyelocyticleukemia	9288109
114350	"SET TRANSLOCATION, MYELOID LEUKEMIA-ASSOCIATED"	NUP214	600960	SET	myeloidleukemogenesis	1630450
600960	"SET TRANSLOCATION, MYELOID LEUKEMIA-ASSOCIATED"	SET	114350	NUP214	myeloidleukemogenesis	1630450
601021	"NUCLEOPORIN, 98-KD"	NUP98	167420	PRRX1	acutemyeloidleukemia	11986249
167420	"NUCLEOPORIN, 98-KD"	PRRX1	601021	NUP98	acutemyeloidleukemia	11986249
601021	"NUCLEOPORIN, 98-KD"	NUP98	167420	PRRX1	AcuteMyelogenousLeukemia	11986249
167420	"NUCLEOPORIN, 98-KD"	PRRX1	601021	NUP98	AcuteMyelogenousLeukemia	11986249
601021	PAIRED MESODERM HOMEOBOX 1	NUP98	167420	PRRX1	humanacutemyelogenousleukemia	10397741
167420	PAIRED MESODERM HOMEOBOX 1	PRRX1	601021	NUP98	humanacutemyelogenousleukemia	10397741
601021	"RAP1, GTPase-GDP DISSOCIATION STIMULATOR 1"	NUP98	179502	RAP1GDS1	T-cellacutelymphocyticleukemia	10477737
179502	"RAP1, GTPase-GDP DISSOCIATION STIMULATOR 1"	RAP1GDS1	601021	NUP98	T-cellacutelymphocyticleukemia	10477737
601021	"NUCLEOPORIN, 98-KD"	NUP98	179502	RAP1GDS1	T-cellacutelymphocyticleukemia	10477737
179502	"NUCLEOPORIN, 98-KD"	RAP1GDS1	601021	NUP98	T-cellacutelymphocyticleukemia	10477737
601021	"NUCLEOPORIN, 98-KD"	NUP98	126420	TOP1	therapy-relatedmyelodysplasticsyndrome	10556215
126420	"NUCLEOPORIN, 98-KD"	TOP1	601021	NUP98	therapy-relatedmyelodysplasticsyndrome	10556215
601021	"NUCLEOPORIN, 98-KD"	NUP98	126420	TOP1	therapy-relatedmyelodysplasticsyndrome	10556215
126420	"NUCLEOPORIN, 98-KD"	TOP1	601021	NUP98	therapy-relatedmyelodysplasticsyndrome	10556215
601021	"TOPOISOMERASE, DNA, I"	NUP98	*126420	TOP1	AcuteMyelogenousLeukemia	10556215
*126420	"TOPOISOMERASE, DNA, I"	TOP1	601021	NUP98	AcuteMyelogenousLeukemia	10556215
601021	"NUCLEOPORIN, 98-KD"	NUP98	607083	WHSC1L1	acutemyeloidleukemia	11986249
607083	"NUCLEOPORIN, 98-KD"	WHSC1L1	601021	NUP98	acutemyeloidleukemia	11986249
601021	"NUCLEOPORIN, 98-KD"	NUP98	607083	WHSC1L1	AcuteMyelogenousLeukemia	11986249
607083	"NUCLEOPORIN, 98-KD"	WHSC1L1	601021	NUP98	AcuteMyelogenousLeukemia	11986249
*167415	PAIRED BOX GENE 8	PAX8	601487	PPARG	oncogenehumanthyroidcarcinoma	10958784
601487	PAIRED BOX GENE 8	PPARG	*167415	PAX8	oncogenehumanthyroidcarcinoma	10958784
176310	TRANSCRIPTION FACTOR	PBX1	147141	TCF7L1	pre-B-cellleukemia	1967983
147141	TRANSCRIPTION FACTOR	TCF7L1	176310	PBX1	pre-B-cellleukemia	1967983
176310	PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 1	PBX1	147141	TCF7L1	Humanpre-B-cellacutelymphoblasticleukemias	1967983
147141	PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR 1	TCF7L1	176310	PBX1	Humanpre-B-cellacutelymphoblasticleukemias	1967983
176310	"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 16"	PBX1	*606267	TCF7L1	pre-B-cellAcuteLymphocyticLeukemia	10500199
*606267	"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 16"	TCF7L1	176310	PBX1	pre-B-cellAcuteLymphocyticLeukemia	10500199
608117	PHOSPHODIESTERASE 4D-INTERACTING PROTEIN	PDE4DIP	173410	PDGFRB	amyeloproliferativedisorderassociatedwitheosinophilia	12907457
173410	PHOSPHODIESTERASE 4D-INTERACTING PROTEIN	PDGFRB	608117	PDE4DIP	amyeloproliferativedisorderassociatedwitheosinophilia	12907457
173410	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA"	PDGFRB	603616	RABEP1	chronicmyeloproliferativedisorders	12181402
603616	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA"	RABEP1	173410	PDGFRB	chronicmyeloproliferativedisorders	12181402
173410	THYROID HORMONE RECEPTOR INTERACTOR 11	PDGFRB	604505	TRIP11	acutemyelogenousleukemia	9373237
604505	THYROID HORMONE RECEPTOR INTERACTOR 11	TRIP11	173410	PDGFRB	acutemyelogenousleukemia	9373237
102578	"RETINOIC ACID RECEPTOR, ALPHA"	PML	180240	RAB40B	AcutepromyelocyticleukemiawithmorphologyM3	2170850
180240	"RETINOIC ACID RECEPTOR, ALPHA"	RAB40B	102578	PML	AcutepromyelocyticleukemiawithmorphologyM3	2170850
102578	"RETINOIC ACID RECEPTOR, ALPHA"	PML	180240	RAB40B		11704847
180240	"RETINOIC ACID RECEPTOR, ALPHA"	RAB40B	102578	PML		11704847
102578	"ACUTE PROMYELOCYTIC LEUKEMIA, INDUCER OF"	PML	180240	RARA	acutepromyelocyticleukemia	2170850
180240	"ACUTE PROMYELOCYTIC LEUKEMIA, INDUCER OF"	RARA	102578	PML	acutepromyelocyticleukemia	2170850
179755	TRANSCRIPTION FACTOR FOR IMMUNOGLOBULIN HEAVY-CHAIN ENHANCER 3	PRCC	314310	TFE3	papillaryrenalcellcarcinoma	8872474
314310	TRANSCRIPTION FACTOR FOR IMMUNOGLOBULIN HEAVY-CHAIN ENHANCER 3	TFE3	179755	PRCC	papillaryrenalcellcarcinoma	8872474
*600744	T-CELL TRANSCRIPTION FACTOR EB	PRKAA1		TFEB	renalcarcinoma	11395386
	T-CELL TRANSCRIPTION FACTOR EB	TFEB	*600744	PRKAA1	renalcarcinoma	11395386
*600744	T-CELL TRANSCRIPTION FACTOR EB	PRKAA1		TFEB	renalcellcarcinomas	12837690
	T-CELL TRANSCRIPTION FACTOR EB	TFEB	*600744	PRKAA1	renalcellcarcinomas	12837690
180240	"RETINOIC ACID RECEPTOR, ALPHA"	RAB40B	604260	STAT5A		11704847
604260	"RETINOIC ACID RECEPTOR, ALPHA"	STAT5A	180240	RAB40B		11704847
180240	"RETINOIC ACID RECEPTOR, ALPHA"	RAB40B	176797	ZBTB16		11704847
176797	"RETINOIC ACID RECEPTOR, ALPHA"	ZBTB16	180240	RAB40B		11704847
607127	REARRANGED DURING TRANSFECTION PROTOONCOGENE	ERC1	164761	RET	apapillarythyroidcarcinoma	10337992
164761	REARRANGED DURING TRANSFECTION PROTOONCOGENE	RET	607127	ERC1	apapillarythyroidcarcinoma	10337992
6029	WD REPEAT-CONTAINING PROTEIN 22	RAD51L1	603812	DCAF5	uterineleiomyoma	9740667
603812	WD REPEAT-CONTAINING PROTEIN 22	DCAF5	6029	RAD51L1	uterineleiomyoma	9740667
180240	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 5B	RARA	604260	STAT5B	acutepromyelocytic-likeleukemias	10441338
604260	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 5B	STAT5B	180240	RARA	acutepromyelocytic-likeleukemias	10441338
180240	ZINC FINGER PROTEIN 14	RARA	176797	ZBTB16	acutepromyelocyticleukemia	8387545
176797	ZINC FINGER PROTEIN 14	ZBTB16	180240	RARA	acutepromyelocyticleukemia	8387545
180474	RIBOSOMAL PROTEIN L22	RPL22		MECOM	therapy-relatedmyelodysplasticsyndrome	8395054
	RIBOSOMAL PROTEIN L22	MECOM	180474	RPL22	therapy-relatedmyelodysplasticsyndrome	8395054
151385	"CORE-BINDING FACTOR, ALPHA SUBUNIT 2, TRANSLOCATED TO, 1"	RUNX1	133435	RUNX1T1	acutemyelogenousleukemia	1391946
133435	"CORE-BINDING FACTOR, ALPHA SUBUNIT 2, TRANSLOCATED TO, 1"	RUNX1T1	151385	RUNX1	acutemyelogenousleukemia	1391946
151385	RUNT-RELATED TRANSCRIPTION FACTOR 1	RUNX1	133435	RUNX1T1	leukemia	10611307
133435	RUNT-RELATED TRANSCRIPTION FACTOR 1	RUNX1T1	151385	RUNX1	leukemia	10611307
605199	TRANSCRIPTION FACTOR FOR IMMUNOGLOBULIN HEAVY-CHAIN ENHANCER 3	SFPQ	314310	TFE3	papillaryrenalcellcarcinoma	9393982
314310	TRANSCRIPTION FACTOR FOR IMMUNOGLOBULIN HEAVY-CHAIN ENHANCER 3	TFE3	605199	SFPQ	papillaryrenalcellcarcinoma	9393982
605930	SORTING NEXIN 3	SNX3	601349	SNX3	"microcephaly,microphthalmia,ectrodactyly,andprognathism"	8287191
601349	SORTING NEXIN 3	SNX3	605930	SNX3	"microcephaly,microphthalmia,ectrodactyly,andprognathism"	8287191
*600192	"SYNOVIAL SARCOMA TRANSLOCATION, CHROMOSOME 18"	SS18	312820	SSX1	synovialsarcomas	12037676
312820	"SYNOVIAL SARCOMA TRANSLOCATION, CHROMOSOME 18"	SSX1	*600192	SS18	synovialsarcomas	12037676
600192	"SARCOMA, SYNOVIAL, X BREAKPOINT 1"	SS18	312820	SSX1	sarcoma	7539744
312820	"SARCOMA, SYNOVIAL, X BREAKPOINT 1"	SSX1	600192	SS18	sarcoma	7539744
*600192	"SYNOVIAL SARCOMA TRANSLOCATION, CHROMOSOME 18"	SS18	300192	SSX2	synovialsarcomas	12037676
300192	"SYNOVIAL SARCOMA TRANSLOCATION, CHROMOSOME 18"	SSX2	*600192	SS18	synovialsarcomas	12037676
600192	"SARCOMA, SYNOVIAL, X BREAKPOINT 2"	SS18	300192	SSX2	sarcoma	7539744
300192	"SARCOMA, SYNOVIAL, X BREAKPOINT 2"	SSX2	600192	SS18	sarcoma	7539744
*606473	SS18-LIKE GENE 2	SS18		SSX2	synovialsarcoma	10072425
	SS18-LIKE GENE 2	SSX2	*606473	SS18	synovialsarcoma	10072425
600192	"SARCOMA, SYNOVIAL, X BREAKPOINT 2"	SS18	300192	SSX2	synovialsarcoma	7539744
300192	"SARCOMA, SYNOVIAL, X BREAKPOINT 2"	SSX2	600192	SS18	synovialsarcoma	7539744
600192	"SYNOVIAL SARCOMA, X BREAKPOINT 4"	SS18	300326	SSX4	synovialsarcoma	11433527
300326	"SYNOVIAL SARCOMA, X BREAKPOINT 4"	SSX4	600192	SS18	synovialsarcoma	11433527
*606472	SS18-LIKE GENE 1	SS18L1	312820	SSX1	Synovialsarcomas	
312820	SS18-LIKE GENE 1	SSX1	*606472	SS18L1	Synovialsarcomas	
*606472	SS18-LIKE GENE 1	SS18L1	300192	SSX2	Synovialsarcomas	
300192	SS18-LIKE GENE 1	SSX2	*606472	SS18L1	Synovialsarcomas	
*606472	SS18-LIKE GENE 1	SS18L1	300326	SSX4	Synovialsarcomas	
300326	SS18-LIKE GENE 1	SSX4	*606472	SS18L1	Synovialsarcomas	
186770	"T-CELL LEUKEMIA, HOMEOBOX 1"	TLX1	186810	TRA@	T-cellacuteleukemia	1683261
186810	"T-CELL LEUKEMIA, HOMEOBOX 1"	TRA@	186770	TLX1	T-cellacuteleukemia	1683261
603812	WD REPEAT-CONTAINING PROTEIN 22	DCAF5		DCAF5	uterineleiomyoma	9740667
	WD REPEAT-CONTAINING PROTEIN 22	DCAF5	603812	DCAF5	uterineleiomyoma	9740667
*609519	TCF3 FUSION PARTNER	TFPT		TCF7L1	acutelymphoblasticleukemia	11700047
*612157	"SENTRIN-SPECIFIC PROTEASE FAMILY, MEMBER 1"	SENP1		MESDC2		10652325
*611622 	IQ MOTIF-CONTAINING PROTEIN J	IQCJ		SCHIP1		15925480
*609758 	Na+/K+ TRANSPORTING ATPase-INTERACTING 	NKAIN2		SENP6	T-celllymphoma/leukemia	11979551
*611238 	COILED-COIL-HELIX-COILED-COIL-HELIX DOMAIN-CONTAINING PROTEIN 7	CHCHD7		PLAG1		16736500
*610049	"CYTOKINE-INDUCED PROTEIN,29-KD"	SARNP		MLL	acutemyelomonocyticleukemia(AML-M4)	15284855
*611060 	SET-BINDING PROTEIN 1	SETBP1		NUP98	T-cellacutelymphoblasticleukemia(T-ALL)	11231286
*610568 	ZINC FINGER PROTEIN 687	ZNF687		RUNX1		
*610640 	YTH DOMAIN FAMILY MEMBER 2	YTHDF2		RUNX1	acutemyeloidleukemia	16858696
*300683 	SEPTIN 6	SEPT6		MLL	acutemyelogenousleukemia	16843108
#612219	EWING SARCOMA	EWSR1		FLII	"neuroblastomas,Askintumor"	6345338
#612237 	"CHONDROSARCOMA, EXTRASKELETAL MYXOID"	NR4A3		EWSR1		1782363
#612237 	"CHONDROSARCOMA, EXTRASKELETAL MYXOID"	NR4A3		TAF15		10602519
#612237 	"CHONDROSARCOMA, EXTRASKELETAL MYXOID"	NR4A3		TCF12		11156374
#612237 	"CHONDROSARCOMA, EXTRASKELETAL MYXOID"	NR4A3		TFG		15188455
#612376 	ACUTE PROMYELOCYTIC LEUKEMIA	RARA		PML	promyelocyticleukemia	8180390
#612376 	ACUTE PROMYELOCYTIC LEUKEMIA	RARA		ZBTB16	myeloidmaturation	8387545
#612376 	ACUTE PROMYELOCYTIC LEUKEMIA	RARA		NUMA1	molecularpathogenesisofhumanmalignancy	10381493
#612376 	ACUTE PROMYELOCYTIC LEUKEMIA	RARA		PRKAR1A	acutepromyelocyticleukemia	17712046
#612160 	"HISTIOCYTOMA, ANGIOMATOID FIBROUS"	GDNF		FUS		17724745
#612160 	"HISTIOCYTOMA, ANGIOMATOID FIBROUS"	GDNF		EWSR1	angiomatoidfibroushistiocytoma	17724745
611432	DEDICATOR OF CYTOKINESIS 8	DOCK8		EDA	mentalretardation	18060736
609654	SHORT STATURE AND FACIOAURICULOTHORACIC MALFORMATIONS	KNCN		PSMD1	"shortstature,microcephaly,ptosis,small,dysplastic,low-setears,shortneck,andpectusmalformations(pectuscarinatumsuperiorlyandexcavatuminferiorly)"	
#610954 	PITT-HOPKINS SYNDROME	TCF7L2		CHD6	mentalretardationbutwithouttheclassicalPitt-Hopkinssyndrome	11568923
*612399	TRANSDUCIN-LIKE ENHANCER OF SPLIT 6	TCF7L1		EPAS1		11486032
*611413 	DISCS LARGE-ASSOCIATED PROTEIN 3	DLGAP3		PTK2		9115257
*611413 	DISCS LARGE-ASSOCIATED PROTEIN 3	DLGAP3		PTK2B		9115257
*611269 	NUCLEOLAR PROTEIN WITH MIF4G DOMAIN 1	NOM1		EIF4A1	transfectedhumanembryonickidneycells	15715967
*611269 	NUCLEOLAR PROTEIN WITH MIF4G DOMAIN 1	NOM1		EIF4A2		15715967
*611269 	NUCLEOLAR PROTEIN WITH MIF4G DOMAIN 1	NOM1		EIF4A3		15715967
*610613 	"CYTOCHROME P450, SUBFAMILY XIB, POLYPEPTIDE 1"	CYP11B1		CYP11B2	partialsteroid11-beta-hydroxylasedeficiency	9302260
*610563 	KARYOPHERIN ALPHA-6	STAT3		STAT1		16298512
#300523	ALLAN-HERNDON-DUDLEY SYNDROME	SLC16A2	300095	SLC16A2	AHDSdisease	1605231
#300672	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2"	CDKL5	300203	CDKL5	infantilespasm	18266744
#612581	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 4"	KIRREL3	114019	CDH15	mentalretardation	19012874
*612704	RANBP2-LIKE AND GRIP DOMAIN-CONTAINING PROTEIN 1	RANBP2	612711	GCC2	testisandHeLacell	15710750
